Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SPTAN1","Spectrin Alpha, Non-Erythrocytic 1","Protein Coding","43","GC09P128552","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTAN1"
"TUBB3","Tubulin Beta 3 Class III","Protein Coding","43","GC16P091197","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB3"
"YES1","YES Proto-Oncogene 1, Src Family Tyrosine Kinase","Protein Coding","43","GC18M000721","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1"
"ACTN4","Actinin Alpha 4","Protein Coding","42","GC19P038647","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN4"
"APRT","Adenine Phosphoribosyltransferase","Protein Coding","42","GC16M088810","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APRT"
"ASNS","Asparagine Synthetase (Glutamine-Hydrolyzing)","Protein Coding","42","GC07M097854","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNS"
"ATP7A","ATPase Copper Transporting Alpha","Protein Coding","42","GC0XP077986","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7A"
"BUB3","BUB3 Mitotic Checkpoint Protein","Protein Coding","42","GC10P123154","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB3"
"CTSZ","Cathepsin Z","Protein Coding","42","GC20M058995","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSZ"
"DHCR7","7-Dehydrocholesterol Reductase","Protein Coding","42","GC11M071428","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR7"
"DVL1","Dishevelled Segment Polarity Protein 1","Protein Coding","42","GC01M001335","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL1"
"ECHS1","Enoyl-CoA Hydratase, Short Chain 1","Protein Coding","42","GC10M133362","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHS1"
"ENO1","Enolase 1","Protein Coding","42","GC01M008861","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"EPS8","Epidermal Growth Factor Receptor Pathway Substrate 8","Protein Coding","42","GC12M020525","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS8"
"FECH","Ferrochelatase","Protein Coding","42","GC18M057544","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FECH"
"GK","Glycerol Kinase","Protein Coding","42","GC0XP030975","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK"
"GNAO1","G Protein Subunit Alpha O1","Protein Coding","42","GC16P056231","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAO1"
"GNB3","G Protein Subunit Beta 3","Protein Coding","42","GC12P006839","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB3"
"GRID2","Glutamate Ionotropic Receptor Delta Type Subunit 2","Protein Coding","42","GC04P092304","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRID2"
"HADHA","Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Alpha","Protein Coding","42","GC02M026190","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHA"
"HADHB","Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Beta","Protein Coding","42","GC02P026243","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHB"
"HPRT1","Hypoxanthine Phosphoribosyltransferase 1","Protein Coding","42","GC0XP134460","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","42","GC02M197486","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"KAT2A","Lysine Acetyltransferase 2A","Protein Coding","42","GC17M042113","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2A"
"KRT1","Keratin 1","Protein Coding","42","GC12M052674","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT1"
"KRT14","Keratin 14","Protein Coding","42","GC17M041582","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT14"
"KRT8","Keratin 8","Protein Coding","42","GC12M052897","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8"
"LDHB","Lactate Dehydrogenase B","Protein Coding","42","GC12M021635","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB"
"LIG3","DNA Ligase 3","Protein Coding","42","GC17P034980","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIG3"
"LNPEP","Leucyl And Cystinyl Aminopeptidase","Protein Coding","42","GC05P096935","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPEP"
"MC1R","Melanocortin 1 Receptor","Protein Coding","42","GC16P089912","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R"
"MCM2","Minichromosome Maintenance Complex Component 2","Protein Coding","42","GC03P127598","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2"
"MCM4","Minichromosome Maintenance Complex Component 4","Protein Coding","42","GC08P047965","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM4"
"MYH10","Myosin Heavy Chain 10","Protein Coding","42","GC17M008474","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH10"
"MYH11","Myosin Heavy Chain 11","Protein Coding","42","GC16M015704","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH11"
"NBN","Nibrin","Protein Coding","42","GC08M089933","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBN"
"NCSTN","Nicastrin","Protein Coding","42","GC01P160343","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCSTN"
"NDUFS3","NADH:Ubiquinone Oxidoreductase Core Subunit S3","Protein Coding","42","GC11P047567","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3"
"NDUFS7","NADH:Ubiquinone Oxidoreductase Core Subunit S7","Protein Coding","42","GC19P002589","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7"
"PFN1","Profilin 1","Protein Coding","42","GC17M004945","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1"
"PGD","Phosphogluconate Dehydrogenase","Protein Coding","42","GC01P010398","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGD"
"PLCB4","Phospholipase C Beta 4","Protein Coding","42","GC20P009024","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB4"
"PNP","Purine Nucleoside Phosphorylase","Protein Coding","42","GC14P020468","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNP"
"PRPS1","Phosphoribosyl Pyrophosphate Synthetase 1","Protein Coding","42","GC0XP107628","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1"
"RAB11A","RAB11A, Member RAS Oncogene Family","Protein Coding","42","GC15P114654","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11A"
"RPL5","Ribosomal Protein L5","Protein Coding","42","GC01P092832","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL5"
"RRM2","Ribonucleotide Reductase Regulatory Subunit M2","Protein Coding","42","GC02P010123","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2"
"SCO1","Synthesis Of Cytochrome C Oxidase 1","Protein Coding","42","GC17M010672","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCO1"
"SDHA","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Protein Coding","42","GC05P000208","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA"
"SGPL1","Sphingosine-1-Phosphate Lyase 1","Protein Coding","42","GC10P070815","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPL1"
"SLC19A1","Solute Carrier Family 19 Member 1","Protein Coding","42","GC21M045493","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A1"
"SLC25A1","Solute Carrier Family 25 Member 1","Protein Coding","42","GC22M019311","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1"
"SLC25A13","Solute Carrier Family 25 Member 13","Protein Coding","42","GC07M096120","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A13"
"TARDBP","TAR DNA Binding Protein","Protein Coding","42","GC01P011013","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP"
"TPM3","Tropomyosin 3","Protein Coding","42","GC01M154127","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3"
"TUBG1","Tubulin Gamma 1","Protein Coding","42","GC17P042609","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBG1"
"TYMP","Thymidine Phosphorylase","Protein Coding","42","GC22M050525","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMP"
"VCL","Vinculin","Protein Coding","42","GC10P073995","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCL"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","42","GC11P102110","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"AFG3L2","AFG3 Like Matrix AAA Peptidase Subunit 2","Protein Coding","41","GC18M012328","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG3L2"
"AGPAT2","1-Acylglycerol-3-Phosphate O-Acyltransferase 2","Protein Coding","41","GC09M136673","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT2"
"ATIC","5-Aminoimidazole-4-Carboxamide Ribonucleotide Formyltransferase/IMP Cyclohydrolase","Protein Coding","41","GC02P215311","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATIC"
"CD59","CD59 Molecule (CD59 Blood Group)","Protein Coding","41","GC11M033704","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD59"
"CTSS","Cathepsin S","Protein Coding","41","GC01M150730","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSS"
"DKC1","Dyskerin Pseudouridine Synthase 1","Protein Coding","41","GC0XP154762","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKC1"
"DLAT","Dihydrolipoamide S-Acetyltransferase","Protein Coding","41","GC11P112026","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLAT"
"DLST","Dihydrolipoamide S-Succinyltransferase","Protein Coding","41","GC14P074881","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLST"
"DSC2","Desmocollin 2","Protein Coding","41","GC18M031058","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC2"
"DSG2","Desmoglein 2","Protein Coding","41","GC18P031498","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG2"
"FHL1","Four And A Half LIM Domains 1","Protein Coding","41","GC0XP136146","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL1"
"FLNC","Filamin C","Protein Coding","41","GC07P128830","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC"
"GNAI1","G Protein Subunit Alpha I1","Protein Coding","41","GC07P079769","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI1"
"GNAI2","G Protein Subunit Alpha I2","Protein Coding","41","GC03P050226","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI2"
"GNAI3","G Protein Subunit Alpha I3","Protein Coding","41","GC01P109548","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI3"
"HNRNPA2B1","Heterogeneous Nuclear Ribonucleoprotein A2/B1","Protein Coding","41","GC07M026174","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA2B1"
"IDH3A","Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha","Protein Coding","41","GC15P078131","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3A"
"LONP1","Lon Peptidase 1, Mitochondrial","Protein Coding","41","GC19M005691","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP1"
"MINPP1","Multiple Inositol-Polyphosphate Phosphatase 1","Protein Coding","41","GC10P087504","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINPP1"
"NDUFV1","NADH:Ubiquinone Oxidoreductase Core Subunit V1","Protein Coding","41","GC11P069737","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV1"
"NUMB","NUMB Endocytic Adaptor Protein","Protein Coding","41","GC14M073275","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMB"
"PDHB","Pyruvate Dehydrogenase E1 Subunit Beta","Protein Coding","41","GC03M058428","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHB"
"PRDX2","Peroxiredoxin 2","Protein Coding","41","GC19M012796","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX2"
"PRDX6","Peroxiredoxin 6","Protein Coding","41","GC01P173477","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX6"
"PTK7","Protein Tyrosine Kinase 7 (Inactive)","Protein Coding","41","GC06P043076","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK7"
"SPTBN1","Spectrin Beta, Non-Erythrocytic 1","Protein Coding","41","GC02P054456","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTBN1"
"SUCLG1","Succinate-CoA Ligase GDP/ADP-Forming Subunit Alpha","Protein Coding","41","GC02M084423","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG1"
"TDP1","Tyrosyl-DNA Phosphodiesterase 1","Protein Coding","41","GC14P089954","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDP1"
"TRPM7","Transient Receptor Potential Cation Channel Subfamily M Member 7","Protein Coding","41","GC15M050552","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM7"
"UBA1","Ubiquitin Like Modifier Activating Enzyme 1","Protein Coding","41","GC0XP047190","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1"
"UQCRC2","Ubiquinol-Cytochrome C Reductase Core Protein 2","Protein Coding","41","GC16P022171","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRC2"
"UQCRFS1","Ubiquinol-Cytochrome C Reductase, Rieske Iron-Sulfur Polypeptide 1","Protein Coding","41","GC19M029205","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRFS1"
"WRN","WRN RecQ Like Helicase","Protein Coding","41","GC08P031033","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN"
"ACADVL","Acyl-CoA Dehydrogenase Very Long Chain","Protein Coding","40","GC17P007219","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADVL"
"ALDH3A2","Aldehyde Dehydrogenase 3 Family Member A2","Protein Coding","40","GC17P019648","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3A2"
"ALS2","Alsin Rho Guanine Nucleotide Exchange Factor ALS2","Protein Coding","40","GC02M201701","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALS2"
"APPL1","Adaptor Protein, Phosphotyrosine Interacting With PH Domain And Leucine Zipper 1","Protein Coding","40","GC03P057227","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APPL1"
"CALM2","Calmodulin 2","Protein Coding","40","GC02M047124","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM2"
"CFD","Complement Factor D","Protein Coding","40","GC19P000859","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFD"
"CFL1","Cofilin 1","Protein Coding","40","GC11M065823","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"DVL2","Dishevelled Segment Polarity Protein 2","Protein Coding","40","GC17M007225","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL2"
"EEF2K","Eukaryotic Elongation Factor 2 Kinase","Protein Coding","40","GC16P022217","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K"
"EIF4A1","Eukaryotic Translation Initiation Factor 4A1","Protein Coding","40","GC17P007572","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A1"
"ETFB","Electron Transfer Flavoprotein Subunit Beta","Protein Coding","40","GC19M051345","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFB"
"FUS","FUS RNA Binding Protein","Protein Coding","40","GC16P031180","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUS"
"GAS6","Growth Arrest Specific 6","Protein Coding","40","GC13M113820","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS6"
"GNS","Glucosamine (N-Acetyl)-6-Sulfatase","Protein Coding","40","GC12M064713","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNS"
"HSD17B10","Hydroxysteroid 17-Beta Dehydrogenase 10","Protein Coding","40","GC0XM053431","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B10"
"IREB2","Iron Responsive Element Binding Protein 2","Protein Coding","40","GC15P078437","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IREB2"
"KIF23","Kinesin Family Member 23","Protein Coding","40","GC15P069414","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF23"
"KRT19","Keratin 19","Protein Coding","40","GC17M041523","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","40","GC04M120055","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1"
"MCM3","Minichromosome Maintenance Complex Component 3","Protein Coding","40","GC06M052264","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3"
"MCM5","Minichromosome Maintenance Complex Component 5","Protein Coding","40","GC22P035400","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM5"
"METAP2","Methionyl Aminopeptidase 2","Protein Coding","40","GC12P095473","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METAP2"
"NDUFA6","NADH:Ubiquinone Oxidoreductase Subunit A6","Protein Coding","40","GC22M042085","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA6"
"NONO","Non-POU Domain Containing Octamer Binding","Protein Coding","40","GC0XP071255","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONO"
"OCRL","OCRL Inositol Polyphosphate-5-Phosphatase","Protein Coding","40","GC0XP129539","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCRL"
"OPA1","OPA1 Mitochondrial Dynamin Like GTPase","Protein Coding","40","GC03P193594","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPA1"
